Organization Name,Org ID,orgTypes_json,orgTypePrimary,geoPrimary,Notes,Primary,2ndry,geoTags_json,nodeTypes_json,nodeTypePrimary,governanceLevels_json,governanceLevelPrimary,functionalDomains_json,functionalDomainPrimary,roleTags_json,rolePrimary,lifelineTags_json,femaLifelinePrimary,url,review_flag,review_note
Confederated Tribes of Siletz Indians,Siletz,"[""Tribal Sovereign""]",Tribal Sovereign,Oregon,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Oregon""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://ctsi.nsn.us/,,
Skokomish Indian Tribe,Skokomish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.skokomish.org/,,
Snohomish County Department of Emergency Management,SnohomishEM,"[""Government""]",Government,Washington,"Leads public policy and coordination functions related to earthquake preparedness, response, or recovery.",,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Other""]",Other,https://snohomishcountywa.gov/180/Emergency-Management,,
Snoqualmie Indian Tribe,Snoqualmie,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://snoqualmietribe.us/,,
Spokane Tribe of Indians,Spokane,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,,,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.spokanetribe.com/,,
Squaxin Island Tribe,Squaxin,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://squaxinisland.org/,,
Stantec,Stantec,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.stantec.com/,,
Stillaguamish Tribe of Indians,Stillaguam,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.stillaguamish.com/,,
Suquamish Tribe,Suquamish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://suquamish.nsn.us/,,
Swinomish Indian Tribal Community,Swinomish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://swinomish-nsn.gov/,,
SZ4D,SZ4D,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.

Review flag: yes

Review note: Acronym requires confirmation of official organizational form.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Other""]",Other,"[""Other""]",Other,https://sz4d.org/,yes,Acronym requires confirmation of official organizational form.
Tank The Tanks.org,TankTanks,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.

Review flag: yes

Review note: Project/campaign vs organization needs confirmation.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://tankthetanks.org/,yes,Project/campaign vs organization needs confirmation.
Thrive Consulting (Climate and Resilience Planning),Thrive,"[""Private Sector""]",Private Sector,British Columbia,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""British Columbia""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,,,
Tolowa Dee-ni' Nation,Tolowa,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""California""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.tolowa-nsn.gov/,,
Tacoma Public Utilities,TPU,"[""Quasi Governmental""]",Quasi Governmental,Washington,,,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Other""]",Other,"[""Other""]",Other,https://www.mytpu.org/,,
Trimet,TriMet,"[""Quasi Governmental""]",Quasi Governmental,Oregon,Operates public transit infrastructure critical to regional mobility and disaster response.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://trimet.org/,,
Cher-Ae Heights Indian Community of the Trinidad Rancheria,TrinidadRan,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""California""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://trinidad-rancheria.org/,,
Tulalip Tribes,Tulalip,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.tulaliptribes-nsn.gov/,,
Tualatin Valley Water District,TVWD,"[""Quasi Governmental""]",Quasi Governmental,Oregon,Operates public-serving infrastructure or services that are important to resilience and disaster recovery.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://www.tvwd.org/,,
University of British Columbia,UBC,"[""Academic""]",Academic,British Columbia,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""British Columbia""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.ubc.ca/,,
UC Berkeley Seismology Lab,UCBerkeley,"[""Academic""]",Academic,California,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""California""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Knowledge Provider""]",Data Tools Provider,"[""Other""]",Other,https://earthquakes.berkeley.edu/,,
University of Colorado Boulder,UCBoulder,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider"", ""Data Tools Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.colorado.edu/,,
"University of California, Davis",UCDavis,"[""Academic""]",Academic,California,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""California""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.ucdavis.edu/,,
"University of California San Diego, Scripps Institution of Oceanography",UCSD,"[""Academic""]",Academic,California,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""California""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider"", ""Data Tools Provider""]",Knowledge Provider,"[""Other""]",Other,https://scripps.ucsd.edu/,,
Union Pacific Railroad Company,UnionPacific,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.up.com/,,
Unite Oregon,UniteOrego,"[""Nonprofit Community""]",Nonprofit Community,Oregon,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.uniteoregon.org/,,
University of New Mexico,UNMexico,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.unm.edu/,,
University of Oregon,UO,"[""Academic""]",Academic,Oregon,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.uoregon.edu/,,
Confederated Tribes of the Umatilla Indian Reservation,Umatilla,"[""Tribal Sovereign""]",Tribal Sovereign,Oregon,,,,"[""Oregon""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://ctuir.org/,,
Upper Skagit Indian Tribe,UpperSkagit,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.upperskagittribe-nsn.gov/,,
United States Army Corps of Engineers,USACE,"[""Government""]",Government,U.S. National,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Community Resilience""]",Community Resilience,"[""Policy Maker Regulator"", ""Infrastructure Operator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.usace.army.mil/,,
United States Bureau of Reclamation,USBR,"[""Government""]",Government,U.S. National,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.usbr.gov/,,
United States Department of Defense,USD,"[""Government""]",Government,U.S. National,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.defense.gov/,,
United States Forest Service,USFS,"[""Government""]",Government,U.S. National,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Community Resilience""]",Community Resilience,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.fs.usda.gov/,,
United States Geological Survey - Earthquake Hazards Program,USGS_EHP,"[""Government""]",Government,U.S. National,"Provides national earthquake monitoring, data, and hazard modeling.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Knowledge Provider"", ""Coordination"", ""Funding Provider""]",Data Tools Provider,"[""Other""]",Other,https://www.usgs.gov/programs/earthquake-hazards,,
United States Department of Transportation,UST,"[""Government""]",Government,U.S. National,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.transportation.gov/,,
United Ways of the Pacific Northwest,UtdWaysPNW,"[""Nonprofit Community""]",Nonprofit Community,PNW Regional,,,,"[""PNW Regional""]","[""Organization""]",Organization,"[""Multi""]",Multi,"[""Community Resilience""]",Community Resilience,"[""Coordination"", ""Funding Provider""]",Coordination,"[""Other""]",Other,https://www.uwpnw.org/,,
University of Texas at El Paso,UTEP,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.utep.edu/,,
University of Toronto,UToronto,"[""Academic""]",Academic,Canada,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""Canada""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.utoronto.ca/,,
University of Victoria,UVictoria,"[""Academic""]",Academic,British Columbia,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""British Columbia""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.uvic.ca/,,
University of Washington,UW,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.washington.edu/,,
City of Vancouver,VancouverWA,"[""Government""]",Government,Washington,Coordinates local emergency management and disaster response services.,,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.cityofvancouver.us/,,
Virginia Tech,VirginiaTech,"[""Academic""]",Academic,U.S. National,Provides academic research and expertise relevant to hazards and resilience.,,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.vt.edu/,,
Washington State Emergency Alert System,WAAlerts,"[""Coordination Structure""]",Coordination Structure,Washington,Coordinates statewide emergency alerting systems.,,,"[""Washington""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Messaging Alerts Provider""]",Coordination,"[""Communications""]",Communications,https://mil.wa.gov/alerts,,
Washington State Department of Natural Resources,WADNR,"[""Government""]",Government,Washington,Manages natural lands and resources relevant to hazard mitigation.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Other""]",Other,https://www.dnr.wa.gov/,,
Washington State Department of Health,WADOH,"[""Government""]",Government,Washington,Leads public health policy and emergency preparedness.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Health Medical""]",Health Medical,https://doh.wa.gov/,,
Washington State Department of Ecology,WAEcology,"[""Government""]",Government,Washington,Regulates environmental systems relevant to hazard response and recovery.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://ecology.wa.gov/,,
Washington Emergency Management Division,WAEMD,"[""Government""]",Government,Washington,"Leads statewide emergency preparedness, coordination, and response.

Review flag: yes

Review note: Corrected from nonprofit to government.",,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Other""]",Other,https://mil.wa.gov/emergency-management-division,yes,Corrected from nonprofit to government.
Washington Association of Educational Service Districts,WAESD,"[""Quasi Governmental""]",Quasi Governmental,Washington,"Coordinate, provide technical assistance, and deliver training for school safety planning against natural hazards.",,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.waesd.org/,,
Washington National Guard,WAGuard,"[""Government""]",Government,Washington,Provides emergency response and disaster support operations.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,https://mil.wa.gov/national-guard,,
Washington Media Outlets,WAMedia,"[""Media""]",Media,Washington,"Provides public information and communications that can support hazard awareness and emergency messaging.

Review flag: yes

Review note: Aggregate category rather than a specific organization.",,,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Messaging Alerts Provider""]",Messaging Alerts Provider,"[""Communications""]",Communications,,yes,Aggregate category rather than a specific organization.
Washington Air National Guard,WANG,"[""Government""]",Government,Washington,"Provides emergency response, airlift, and disaster support capabilities.",,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,https://www.ang.af.mil/,,
Washington State Parks,WAParks,"[""Government""]",Government,Washington,Manages parks infrastructure and supports evacuation and response.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Other""]",Other,https://parks.wa.gov/,,
Conferated Tribes of Warm Springs Oregon,WarmSprings,"[""Tribal Sovereign""]",Tribal Sovereign,Oregon,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Oregon""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://warmsprings-nsn.gov/,,
Washington Sea Grant,WASeaGrant,"[""Academic""]",Academic,Washington,Provides coastal research and outreach supporting hazard resilience.,,,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://wsg.washington.edu/,,
Washington Post,WashPost,"[""Media""]",Media,U.S. National,Provides public information and communications that can support hazard awareness and emergency messaging.,,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Messaging Alerts Provider""]",Messaging Alerts Provider,"[""Communications""]",Communications,https://www.washingtonpost.com/,,
West Coast General Aviation Response Plan,WCGARP,"[""Coordination Structure""]",Coordination Structure,PNW Regional,"Coordinates aviation-based disaster response planning.

Review flag: yes

Review note: Plan/system classification retained.",,,"[""PNW Regional""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Data Tools Provider""]",Coordination,"[""Transportation""]",Transportation,https://dobihalj.wixsite.com/northwestevac/wcgarp,yes,Plan/system classification retained.
Western Electric Institute,WEI,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports electric utility collaboration and knowledge sharing.

Review flag: yes

Review note: Name may refer to Western Energy Institute; verify.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination"", ""Knowledge Provider""]",Coordination,"[""Energy""]",Energy,https://www.westernenergy.org/,yes,Name may refer to Western Energy Institute; verify.
Washington Geological Survey,WGS,"[""Government""]",Government,Washington,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Knowledge Provider""]",Data Tools Provider,"[""Other""]",Other,https://www.dnr.wa.gov/geology,,
Wiyot Tribe,Wiyot,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""California""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://wiyot.us/,,
West Lane Emergency Operations Group,WLEOG,"[""Nonprofit Community""]",Nonprofit Community,Oregon,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Emergency Management""]",Emergency Management,"[""Other""]",Other,"[""Other""]",Other,https://wleog.org/,,
Washington State Department of Transport,WSDOT,"[""Government""]",Government,Washington,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Other""]",Other,"[""Transportation""]",Transportation,https://wsdot.wa.gov/,,
Washington State Emergency Management Association,WSEMA,"[""Nonprofit Community""]",Nonprofit Community,Washington,Connects emergency management practitioners across Washington for coordination and professional exchange.,,,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://wsema.org/,,
Western States Petroleum Association,WSPA,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.wspa.org/,,
Washington Utilities and Transportation Commission,WUTC,"[""Government""]",Government,Washington,Regulates utilities and transportation systems critical to resilience.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Transportation""]",Transportation,https://www.utc.wa.gov/,,
Western Washington University,WWU,"[""Academic""]",Academic,Washington,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.wwu.edu/,,
Confederated Tribes and Bands of the Yakama Nation,Yakama,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://yakama.com/,,
Yurok Tribe of the Yurok Reservation,Yurok,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""California""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://yuroktribe.org/,,
