Organization Name,Org ID,orgTypes_json,orgTypePrimary,geoPrimary,Notes,Primary,2ndry,geoTags_json,nodeTypes_json,nodeTypePrimary,governanceLevels_json,governanceLevelPrimary,functionalDomains_json,functionalDomainPrimary,roleTags_json,rolePrimary,lifelineTags_json,femaLifelinePrimary,url,review_flag,review_note
Snoqualmie Indian Tribe,Snoqualmie,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://snoqualmietribe.us/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://snoqualmietribe.us/,,
Squaxin Island Tribe,Squaxin,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,,,
Stantec,Stantec,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,https://www.stantec.com/en/contact-us,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.stantec.com/,,
Statewide California Earthquake Center,SCEC,"[""Coordination Structure""]",Coordination Structure,California,Coordinates earthquake science and engineering research across California.,,https://www.scec.org/contact,"[""California""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Coordination"", ""Knowledge Provider""]",Coordination,"[""Unknown""]",Unknown,https://www.scec.org/,,
Stillaguamish Tribe of Indians,Stillaguam,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://www.stillaguamish.com/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.stillaguamish.com/,,
Suquamish Tribe,Suquamish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://suquamish.nsn.us/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://suquamish.nsn.us/,,
Swinomish Indian Tribal Community,Swinomish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://swinomish-nsn.gov/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://swinomish-nsn.gov/,,
SZ4D,SZ4D,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.

Review flag: yes

Review note: Acronym requires confirmation of official organizational form.",,https://sz4d.org/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://sz4d.org/,yes,Acronym requires confirmation of official organizational form.
Tank The Tanks.org,TankTanks,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.

Review flag: yes

Review note: Project/campaign vs organization needs confirmation.",,https://tankthetanks.org/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://tankthetanks.org/,yes,Project/campaign vs organization needs confirmation.
The California Department of Forestry and Fire Protection,CALFIRE,"[""Government""]",Government,California,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.fire.ca.gov/contact/,"[""California""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.fire.ca.gov/,,
The Ohio State University,OhioState,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.osu.edu/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.osu.edu/,,
University of British Columbia,UBC,"[""Academic""]",Academic,British Columbia,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.ubc.ca/contact/,"[""British Columbia""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.ubc.ca/,,
Thrive Consulting,ThrivConsu,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,https://thriveconsulting.com/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://thriveconsulting.com/,,
Tolowa Dee-ni' Nation,Tolowa,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://www.tolowa-nsn.gov/contact/,"[""California""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.tolowa-nsn.gov/,,
Trimet,TriMet,"[""Quasi Governmental""]",Quasi Governmental,Oregon,Operates public transit infrastructure critical to regional mobility and disaster response.,,https://trimet.org/contact/,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://trimet.org/,,
Tualatin Valley Water District,TVWD,"[""Quasi Governmental""]",Quasi Governmental,Oregon,Operates public-serving infrastructure or services that are important to resilience and disaster recovery.,,https://www.tvwd.org/contact-us/,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://www.tvwd.org/,,
Tulalip Tribes,Tulalip,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://www.tulaliptribes-nsn.gov/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.tulaliptribes-nsn.gov/,,
Union Pacific Railroad Company,UnionPacific,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,https://www.up.com/aboutup/contact/index.htm,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.up.com/,,
Unite Oregon,UniteOrego,"[""Nonprofit Community""]",Nonprofit Community,Oregon,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,https://www.uniteoregon.org/contact/,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.uniteoregon.org/,,
United States Army Corps of Engineers,USACE,"[""Government""]",Government,U.S. Federal,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,https://www.usace.army.mil/Contact/,"[""U.S. Federal""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.usace.army.mil/,,
United States Bureau of Reclamation,USBR,"[""Government""]",Government,U.S. Federal,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.usbr.gov/main/contact/,"[""U.S. Federal""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.usbr.gov/,,
United States Department of Defense,USD,"[""Government""]",Government,U.S. Federal,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.defense.gov/Contact/,"[""U.S. Federal""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.defense.gov/,,
United States Department of Transportation,UST,"[""Government""]",Government,U.S. Federal,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.transportation.gov/contact-us,"[""U.S. Federal""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.transportation.gov/,,
United States Forest Service,USFS,"[""Government""]",Government,U.S. Federal,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,https://www.fs.usda.gov/contact-us,"[""U.S. Federal""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.fs.usda.gov/,,
United States Geological Survey - Earthquake Hazards Program,USGSEHP,"[""Coordination Structure""]",Coordination Structure,U.S. National,"Provides national earthquake monitoring, data, and hazard modeling.",,https://earthquake.usgs.gov/contactus/,"[""U.S. National""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Knowledge Provider"", ""Coordination""]",Data Tools Provider,"[""Unknown""]",Unknown,https://earthquake.usgs.gov/,,
"University of California, Davis",UCDavis,"[""Academic""]",Academic,California,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.ucdavis.edu/contact/,"[""California""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.ucdavis.edu/,,
University of New Mexico,UNewMex,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.unm.edu/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.unm.edu/,,
University of Oregon,UO,"[""Academic""]",Academic,Oregon,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.uoregon.edu/contact-us,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.uoregon.edu/,,
University of Texas at El Paso,UTexasElP,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.utep.edu/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.utep.edu/,,
University of Toronto,UToronto,"[""Academic""]",Academic,Canada,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.utoronto.ca/contact-us,"[""Canada""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.utoronto.ca/,,
University of Victoria,UVictoria,"[""Academic""]",Academic,British Columbia,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.uvic.ca/contact/,"[""British Columbia""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.uvic.ca/,,
University of Washington,UW,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.washington.edu/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.washington.edu/,,
Upper Skagit Indian Tribe,UpperSkagit,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://www.upperskagittribe-nsn.gov/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.upperskagittribe-nsn.gov/,,
USGS - ShakeAlert Earthquake Early Warning System,ShakeAlert,"[""Coordination Structure""]",Coordination Structure,U.S. National,Provides earthquake early warning alerts and supporting infrastructure.,,https://www.shakealert.org/contact/,"[""U.S. National""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Messaging Alerts Provider"", ""Coordination""]",Data Tools Provider,"[""Communications""]",Communications,https://www.shakealert.org/,,
Virginia Tech,VirginiaTech,"[""Academic""]",Academic,U.S. National,Provides academic research and expertise relevant to hazards and resilience.,,https://www.vt.edu/contact.html,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.vt.edu/,,
Washington Air National Guard,WANG,"[""Government""]",Government,Washington,"Provides emergency response, airlift, and disaster support capabilities.",,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,https://www.ang.af.mil/,,
Washington Coastal Hazards Resilience Network,CHRN,"[""Coordination Structure""]",Coordination Structure,Washington,Connects partners and advances coastal hazards research and resilience.,,,"[""Washington""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Coordination"", ""Data Tools Provider""]",Coordination,"[""Unknown""]",Unknown,https://wacoastalnetwork.com/,,
Washington Emergency Management Division,WAEMD,"[""Government""]",Government,Washington,"Leads statewide emergency preparedness, coordination, and response.

Review flag: yes

Review note: Corrected from nonprofit to government.",,https://mil.wa.gov/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Unknown""]",Unknown,https://mil.wa.gov/emergency-management-division,yes,Corrected from nonprofit to government.
Washington Geological Survey,WGS,"[""Government""]",Government,Washington,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Knowledge Provider""]",Data Tools Provider,"[""Unknown""]",Unknown,https://www.dnr.wa.gov/geology,,
Washington Media Outlets,WAMedia,"[""Media""]",Media,Washington,"Provides public information and communications that can support hazard awareness and emergency messaging.

Review flag: yes

Review note: Aggregate category rather than a specific organization.",,,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Messaging Alerts Provider""]",Messaging Alerts Provider,"[""Communications""]",Communications,,yes,Aggregate category rather than a specific organization.
Washington National Guard,WAGuard,"[""Government""]",Government,Washington,Provides emergency response and disaster support operations.,,,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,,,
Washington Post,WashPost,"[""Media""]",Media,U.S. National,Provides public information and communications that can support hazard awareness and emergency messaging.,,https://helpcenter.washingtonpost.com/hc/en-us,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Messaging Alerts Provider""]",Messaging Alerts Provider,"[""Communications""]",Communications,https://www.washingtonpost.com/,,
Washington Sea Grant,WASeaGrant,"[""Academic""]",Academic,Washington,Provides coastal research and outreach supporting hazard resilience.,,https://wsg.washington.edu/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://wsg.washington.edu/,,
Washington State Department of Ecology,WAEcology,"[""Government""]",Government,Washington,Regulates environmental systems relevant to hazard response and recovery.,,https://ecology.wa.gov/About-us/Contact-information,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://ecology.wa.gov/,,
Washington State Department of Health,WADOH,"[""Government""]",Government,Washington,Leads public health policy and emergency preparedness.,,https://doh.wa.gov/AboutUs/ContactUs,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Health Medical""]",Health Medical,https://doh.wa.gov/,,
Washington State Department of Natural Resources,WADNR,"[""Government""]",Government,Washington,Manages natural lands and resources relevant to hazard mitigation.,,https://www.dnr.wa.gov/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Unknown""]",Unknown,https://www.dnr.wa.gov/,,
Washington State Emergency Alert System,WAAlerts,"[""Coordination Structure""]",Coordination Structure,Washington,Coordinates statewide emergency alerting systems.,,,"[""Washington""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Messaging Alerts Provider""]",Coordination,"[""Communications""]",Communications,https://mil.wa.gov/alerts,,
Washington State Emergency Management Association,WSEMA,"[""Nonprofit Community""]",Nonprofit Community,Washington,Connects emergency management practitioners across Washington for coordination and professional exchange.,,https://www.wasema.org/contact,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,https://www.wasema.org/,,
Washington State Parks,WAParks,"[""Government""]",Government,Washington,Manages parks infrastructure and supports evacuation and response.,,https://parks.wa.gov/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Unknown""]",Unknown,https://parks.wa.gov/,,
Washington Utilities and Transportation Commission,WUTC,"[""Government""]",Government,Washington,Regulates utilities and transportation systems critical to resilience.,,https://www.utc.wa.gov/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Transportation""]",Transportation,https://www.utc.wa.gov/,,
West Coast General Aviation Response Plan,WCGARP,"[""Coordination Structure""]",Coordination Structure,PNW Regional,"Coordinates aviation-based disaster response planning.

Review flag: yes

Review note: Plan/system classification retained.",,,"[""PNW Regional""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Data Tools Provider""]",Coordination,"[""Transportation""]",Transportation,https://wcgarp.org/,yes,Plan/system classification retained.
West Lane Emergency Operations Group,WLEOG,"[""Nonprofit Community""]",Nonprofit Community,Oregon,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Emergency Management""]",Emergency Management,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,,,
Western Electric Institute,WEI,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports electric utility collaboration and knowledge sharing.

Review flag: yes

Review note: Name may refer to Western Energy Institute; verify.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination"", ""Knowledge Provider""]",Coordination,"[""Energy""]",Energy,,yes,Name may refer to Western Energy Institute; verify.
Western States Petroleum Association,WSPA,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,,,
Western Washington University,WWU,"[""Academic""]",Academic,Washington,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://www.wwu.edu/contact,"[""Washington""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://www.wwu.edu/,,
Wiyot Tribe,Wiyot,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://wiyot.us/contact/,"[""California""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://wiyot.us/,,
Yurok Tribe of the Yurok Reservation,Yurok,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://yuroktribe.org/contact/,"[""California""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://yuroktribe.org/,,
